State-Reporting,School Type-Original,Street Address-Line 2,Street Address-Line 1,Zip Code,State-Physical,School Level-Standardized,County,City,School ID,School Name,District ID,District Name,School Level-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Date,Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data
IN,Public,,3400 E SR 28,47303,IN,High,Delaware,Muncie,1369,Delta High School,1875,Delaware Community School Corp,09-12,N,,N,,,10/1/2017,10,2017,874,558,243,73,,2642,707,4477,,673,75,233,,,16,16,,Cafeteria,,,,,,,3349,209.3125,748,46.75,IN@1369@1875,180266000320,SY17-18,,316,0.361556064,Public,,,,Cafeteria,,
IN,Public,,301 Armory Rd,46923,IN,High,Carroll,Delphi,0637,Delphi Community High School,0755,Delphi Community School Corp,09-12,N,,N,,,10/1/2017,10,2017,356,166,148,42,,1840,482,2287,,504,25,466,,,17,17,,Cafeteria,,,,,,,2322,136.588235294,529,31.117647059,IN@0637@0755,180270000326,SY17-18,,190,0.533707865,Public,,,,Cafeteria,,
IN,Public,,2125 S 11th St,46304,IN,High,Porter,Chesterton,6925,Chesterton High School,6470,Duneland School Corporation,09-12,N,,N,,,10/1/2017,10,2017,2062,1572,400,90,,6052,1241,13588,,3175,565,3304,,,21,21,,Cafeteria,,,,,,,7293,347.285714286,3740,178.095238095,IN@6925@6470,180280000333,SY17-18,,490,0.237633366,Public,,,,Cafeteria,,
IN,Public,,1000 Mulberry St,46077,IN,High,Boone,Zionsville,0512,Zionsville High School,0630,Zionsville Community Schools,09-12,N,,N,,,10/1/2017,10,2017,2001,1886,80,35,,707,282,9542,,65,11,108,,,17,17,,Cafeteria,,,,,,,989,58.176470588,76,4.470588235,IN@0512@0630,180283000341,SY17-18,,115,0.057471264,Public,,,,Cafeteria,,
IN,Public,,1300 Green Rd,46774,IN,High,Allen,New Haven,0297,New Haven Senior High School,0255,East Allen County Schools,09-12,N,,N,,,10/1/2017,10,2017,1093,384,593,116,,8546,1492,4347,,2667,314,229,,,20,20,,Cafeteria,,,,,,,10038,501.9,2981,149.05,IN@0297@0255,180285000353,SY17-18,,709,0.648673376,Public,,,,Cafeteria,,
IN,Public,,1100 W Columbus Drive,46312,IN,High,Lake,East Chicago,3924,Central High School,4670,School City of East Chicago,09-12,Y,,N,,,10/1/2017,10,2017,1202,0,1202,0,,16171,0,0,,7622,0,0,,,20,20,,Cafeteria,,,,,,,16171,808.55,7622,381.1,IN@3924@4670,180288002272,SY17-18,,1202,1,Public,,,,Cafeteria,,
IN,Public,,943 Franklin St,47660,IN,High,Gibson,Oakland City,2233,Wood Memorial High School,2725,East Gibson School Corp,09-12,N,,N,,,10/1/2017,10,2017,255,154,86,15,,1113,161,951,,765,51,252,,,20,20,,Cafeteria,,,,,,,1274,63.7,816,40.8,IN@2233@2725,180294000386,SY17-18,,101,0.396078431,Public,,,,Cafeteria,,
IN,Public,,901 Garden St,46755,IN,High,Noble,Kendallville,6458,East Noble High School,6060,East Noble School Corporation,09-12,N,,N,,,10/1/2017,10,2017,1220,760,373,87,,4348,893,5873,,1167,83,193,,,16,16,,Cafeteria,,,,,,,5241,327.5625,1250,78.125,IN@6458@6060,180297000389,SY17-18,,460,0.377049180,Public,,,,Cafeteria,,
IN,Public,,1100 N Eastern School Rd E-3,47165,IN,High,Washington,Pekin,8905,Eastern Sr. High School,8215,East Washington School Corp,09-12,N,,N,,,10/1/2017,10,2017,464,264,174,26,,1819,249,1606,,328,28,48,,,16,16,,Cafeteria,,,,,,,2068,129.25,356,22.25,IN@8905@8215,180300000395,SY17-18,,200,0.431034483,Public,,,,Cafeteria,,
IN,Public,,560 S 900 E,46953,IN,High,Grant,Marion,2293,Eastbrook Jr/Sr High School,2815,Eastbrook Community School Corp,09-12,N,,N,,,10/1/2017,10,2017,752,490,190,72,,2188,748,3512,,949,142,286,,,15,15,,Cafeteria,,,,,,,2936,195.733333333,1091,72.733333333,IN@2293@2815,180303000399,SY17-18,,262,0.348404255,Public,,,,Cafeteria,,
IN,Public,,11064 E St Rd 54,47424,IN,High,Greene,Bloomfield,2435,Eastern Greene High School,2940,Eastern Greene Schools,09-12,N,,N,,,10/1/2017,10,2017,376,222,127,27,,1547,300,1546,,369,52,178,,,17,17,,Cafeteria,,,,,,,1847,108.647058824,421,24.764705882,IN@2435@2940,180309000408,SY17-18,,154,0.409574468,Public,,,,Cafeteria,,
IN,Public,,10320 E 250 N,46117,IN,High,Hancock,Charlottesville,2585,Eastern Hancock High School,3145,CSC of Eastern Hancock County,09-12,N,,N,,,10/1/2017,10,2017,418,291,102,25,,1067,287,1962,,271,39,17,,,17,17,,Cafeteria,,,,,,,1354,79.647058824,310,18.235294118,IN@2585@3145,180312000410,SY17-18,,127,0.303827751,Public,,,,Cafeteria,,
IN,Public,,421 S Harrison St,46936,IN,High,Howard,Greentown,2919,Eastern High/Middle School,3480,Eastern Howard School Corporation,09-12,N,,N,,,10/1/2017,10,2017,864,587,189,88,,2045,839,3838,,477,117,51,,,15,15,,Cafeteria,,,,,,,2884,192.266666667,594,39.6,IN@2919@3480,180315000413,SY17-18,,277,0.320601852,Public,,,,Cafeteria,,
IN,Public,,300 S Keeley St,46124,IN,High,Johnson,Edinburgh,3447,Edinburgh High School,4215,Edinburgh Community School Corp,09-12,N,,N,,,10/1/2017,10,2017,430,157,234,39,,2173,366,1214,,557,79,111,,,12,12,,Cafeteria,,,,,,,2539,211.583333333,636,53,IN@3447@4215,180324000422,SY17-18,,273,0.634883721,Public,,,,Cafeteria,,
IN,Public,,1 Blazer Blvd,46516,IN,High,Elkhart,Elkhart,1749,Central High School,2305,Elkhart Community Schools,09-12,N,,N,,,10/1/2017,10,2017,1783,850,753,180,,10323,2195,6737,,3462,364,490,,,19,19,,Cafeteria,,,,,,,12518,658.842105263,3826,201.368421053,IN@1749@2305,180327000429,SY17-18,,933,0.523275379,Public,,,,Cafeteria,,
IN,Public,,2608 California Rd,46514,IN,High,Elkhart,Elkhart,1750,Memorial High School,2305,Elkhart Community Schools,09-12,N,,N,,,10/1/2017,10,2017,1806,827,783,196,,10610,2388,4643,,3679,499,233,,,19,19,,Cafeteria,,,,,,,12998,684.105263158,4178,219.894736842,IN@1750@2305,180327000430,SY17-18,,979,0.542081949,Public,,,,Cafeteria,,
IN,Public,,1300 Washington Ave,47714,IN,High,Vanderburgh,Evansville,8237,Bosse High School,7995,Evansville-Vanderburgh Schools,09-12,N,,N,,,10/1/2017,10,2017,742,199,477,66,,7211,869,2423,,2982,204,337,,,19,19,,Cafeteria,,,,,,,8080,425.263157895,3186,167.684210526,IN@8237@7995,180345000456,SY17-18,,543,0.731805930,Public,,,,Cafeteria,,
IN,Public,,5400 1st Ave,47710,IN,High,Vanderburgh,Evansville,8241,Central High School,7995,Evansville-Vanderburgh Schools,09-12,N,,N,,,10/1/2017,10,2017,1038,490,444,104,,6131,1170,4115,,1384,102,110,,,19,19,,Cafeteria,,,,,,,7301,384.263157895,1486,78.210526316,IN@8241@7995,180345000459,SY17-18,,548,0.527938343,Public,,,,Cafeteria,,
IN,Public,,350 Dreier Blvd,47712,IN,High,Vanderburgh,Evansville,8245,F.J. Reitz High School,7995,Evansville-Vanderburgh Schools,09-12,N,,N,,,10/1/2017,10,2017,1337,804,404,129,,5100,1510,5389,,1216,175,150,,,19,19,,Cafeteria,,,,,,,6610,347.894736842,1391,73.210526316,IN@8245@7995,180345000466,SY17-18,,533,0.398653702,Public,,,,Cafeteria,,
IN,Public,,15331 Hwy 41 N,47725,IN,High,Vanderburgh,Evansville,8253,North High School,7995,Evansville-Vanderburgh Schools,09-12,N,,N,,,10/1/2017,10,2017,1578,982,469,127,,6720,1676,9751,,2354,290,319,,,19,19,,Cafeteria,,,,,,,8396,441.894736842,2644,139.157894737,IN@8253@7995,180345000478,SY17-18,,596,0.377693283,Public,,,,Cafeteria,,
IN,Public,,211 Fielding Rd,47715,IN,High,Vanderburgh,Evansville,8311,Harrison High School,7995,Evansville-Vanderburgh Schools,09-12,N,,N,,,10/1/2017,10,2017,1147,447,582,118,,8044,1439,3799,,2566,243,183,,,19,19,,Cafeteria,,,,,,,9483,499.105263158,2809,147.842105263,IN@8311@7995,180345000490,SY17-18,,700,0.610287707,Public,,,,Cafeteria,,
IN,Public,,475 E State St,46805,IN,High,Allen,Fort Wayne,0101,North Side High School,0235,Fort Wayne Community Schools,09-12,N,,N,,,10/1/2017,10,2017,1638,407,1047,184,,14420,2037,3909,,2925,232,280,,,21,22,,Cafeteria,,,,,,,16457,748.045454545,3157,150.333333333,IN@0101@0235,180363000550,SY17-18,,1231,0.751526252,Public,,,,Cafeteria,,
IN,Public,,7001 Coldwater Rd,46825,IN,High,Allen,Fort Wayne,0219,Northrop High School,0235,Fort Wayne Community Schools,09-12,N,,N,,,10/1/2017,10,2017,2114,966,904,244,,12609,2693,8147,,5622,649,1146,,,21,22,,Cafeteria,,,,,,,15302,695.545454545,6271,298.619047619,IN@0219@0235,180363000552,SY17-18,,1148,0.543046358,Public,,,,Cafeteria,,
IN,Public,,4600 Fairlawn Pass,46815,IN,High,Allen,Fort Wayne,0102,R. Nelson Snider High School,0235,Fort Wayne Community Schools,09-12,N,,N,,,10/1/2017,10,2017,1872,953,716,203,,10647,2559,12079,,3269,351,669,,,21,22,,Cafeteria,,,,,,,13206,600.272727273,3620,172.380952381,IN@0102@0235,180363000556,SY17-18,,919,0.490918803,Public,,,,Cafeteria,,
IN,Public,,3601 S Calhoun St,46807,IN,High,Allen,Fort Wayne,0105,South Side High School,0235,Fort Wayne Community Schools,09-12,N,,N,,,10/1/2017,10,2017,1355,259,962,134,,14211,1991,2853,,1397,136,83,,,21,22,,Cafeteria,,,,,,,16202,736.454545455,1533,73,IN@0105@0235,180363000562,SY17-18,,1096,0.808856089,Public,,,,Cafeteria,,
IN,Public,,9100 Winchester Rd,46819,IN,High,Allen,Fort Wayne,0177,Wayne High School,0235,Fort Wayne Community Schools,09-12,N,,N,,,10/1/2017,10,2017,1324,402,771,151,,11692,2125,4947,,4225,355,457,,,21,22,,Cafeteria,,,,,,,13817,628.045454545,4580,218.095238095,IN@0177@0235,180363000568,SY17-18,,922,0.696374622,Public,,,,Cafeteria,,
IN,Public,,1 S Maish Rd,46041,IN,High,Clinton,Frankfort,0997,Frankfort High School,1170,Community Schools of Frankfort,09-12,N,,N,,,10/1/2017,10,2017,922,268,568,86,,7641,991,2141,,3626,338,384,,,17,17,,Cafeteria,,,,,,,8632,507.764705882,3964,233.176470588,IN@0997@1170,180366000574,SY17-18,,654,0.709327549,Public,,,,Cafeteria,,
IN,Public,,2600 Cumberland Dr,46131,IN,High,Johnson,Franklin,3445,Franklin Community High,4225,Franklin Community School Corp,09-12,N,,N,,,10/1/2017,10,2017,1658,1093,437,128,,4451,1194,7183,,958,115,148,,,17,17,,Cafeteria,,,,,,,5645,332.058823529,1073,63.117647059,IN@3445@4225,180369000581,SY17-18,,565,0.340772014,Public,,,,Cafeteria,,
IN,Public,,6215 S Franklin Rd,46259,IN,High,Marion,Indianapolis,5193,Franklin Central High School,5310,Franklin Twp Comm School Corp,09-12,N,,N,,,10/1/2017,10,2017,1721,1100,454,167,,3889,1388,6321,,1491,287,219,,,12,12,,Cafeteria,,,,,,,5277,439.75,1778,148.166666667,IN@5193@5310,180375000597,SY17-18,,621,0.360836723,Public,,,,Cafeteria,,
IN,Public,,PO Box 655,46737,IN,High,Steuben,Fremont,7877,Fremont High School,7605,Fremont Community Schools,09-12,N,,N,,,10/1/2017,10,2017,334,232,80,22,,1108,261,1551,,203,33,41,,,22,22,,Cafeteria,,,,,,,1369,62.227272727,236,10.727272727,IN@7877@7605,180378000601,SY17-18,,102,0.305389222,Public,,,,Cafeteria,,
IN,Public,,801 E Houston St,46738,IN,High,DeKalb,Garrett,1325,Garrett High School,1820,Garrett-Keyser-Butler Community School Corporation,09-12,N,,N,,,10/1/2017,10,2017,875,466,296,113,,3965,1497,5353,,1112,501,663,,,17,17,,Cafeteria,,,,,,,5462,321.294117647,1613,94.882352941,IN@1325@1820,180384000605,SY17-18,,409,0.467428571,Public,,,,Cafeteria,,
IN,Public,,401 Lincolnway East,46526,IN,High,Elkhart,Goshen,1821,Goshen High School,2315,Goshen Community Schools,09-12,N,,N,,,10/1/2017,10,2017,1839,759,900,180,,10495,1923,6449,,3580,355,556,,,17,17,,Cafeteria,,,,,,,12418,730.470588235,3935,231.470588235,IN@1821@2315,180393000654,SY17-18,,1080,0.587275693,Public,,,,Cafeteria,,
IN,Public,,1 Pirate Pl,47111,IN,High,Clark,Charlestown,0821,Charlestown High School,1010,Greater Clark County Schools,09-12,N,,N,,,10/1/2017,10,2017,706,413,244,49,,1987,331,1463,,412,35,22,,,12,12,,Cafeteria,,,,,,,2318,193.166666667,447,37.25,IN@0821@1010,180394000663,SY17-18,,293,0.415014164,Public,,,,Cafeteria,,
IN,Public,,2315 Allison Ln,47130,IN,High,Clark,Jeffersonville,0849,Jeffersonville High School,1010,Greater Clark County Schools,09-12,N,,N,,,10/1/2017,10,2017,2064,938,936,190,,7484,1400,3375,,1527,109,115,,,12,12,,Cafeteria,,,,,,,8884,740.333333333,1636,136.333333333,IN@0849@1010,180394000666,SY17-18,,1126,0.545542636,Public,,,,Cafeteria,,
IN,Public,,1600 St Charles St,47546,IN,High,Dubois,Jasper,1593,Jasper High School,2120,Greater Jasper Cons Schools,09-12,N,,N,,,10/1/2017,10,2017,1165,873,211,81,,2152,733,5605,,471,87,108,,,17,17,,Cafeteria,,,,,,,2885,169.705882353,558,32.823529412,IN@1593@2120,180396000685,SY17-18,,292,0.250643777,Public,,,,Cafeteria,,
IN,Public,,910 E Washington St,46135,IN,High,Putnam,Greencastle,7089,Greencastle Senior High School,6755,Greencastle Community School Corp,09-12,N,,N,,,10/1/2017,10,2017,559,339,166,54,,1997,556,2596,,990,208,398,,,17,17,,Cafeteria,,,,,,,2553,150.176470588,1198,70.470588235,IN@7089@6755,180399000690,SY17-18,,220,0.393559928,Public,,,,Cafeteria,,
IN,Public,,810 N Broadway,46140,IN,High,Hancock,Greenfield,2595,Greenfield Central High School,3125,Greenfield Central Community School Corporation,09-12,N,,N,,,10/1/2017,10,2017,1591,1134,355,102,,2470,643,5705,,339,79,107,,,12,12,,Cafeteria,,,,,,,3113,259.416666667,418,34.833333333,IN@2595@3125,180405000696,SY17-18,,457,0.287240729,Public,,,,Cafeteria,,
IN,Public,,1000 E Central Ave,47240,IN,High,Decatur,Greensburg,1268,Greensburg Comm. High School,1730,Greensburg Community Schools,09-12,N,,N,,,10/1/2017,10,2017,734,428,226,80,,2575,950,4823,,894,256,365,,,16,16,,Cafeteria,,,,,,,3525,220.3125,1150,71.875,IN@1268@1730,180408000704,SY17-18,,306,0.416893733,Public,,,,Cafeteria,,
IN,Public,,615 W Smith Valley Rd,46142,IN,High,Johnson,Greenwood,3473,Greenwood High School,4245,Greenwood Community School Corp,09-12,N,,N,,,10/1/2017,10,2017,1242,803,337,102,,3502,820,2246,,1287,84,141,,,17,17,,Cafeteria,,,,,,,4322,254.235294118,1371,80.647058824,IN@3473@4245,180411000709,SY17-18,,439,0.353462158,Public,,,,Cafeteria,,
IN,Public,,205 S Chestnut St,46157,IN,High,Morgan,Monrovia,6321,Monrovia High/Middle School,5900,Monroe-Gregg School District,09-12,N,,N,,,10/1/2017,10,2017,863,552,245,66,,2780,811,3478,,1093,235,569,,,16,16,,Cafeteria,,,,,,,3591,224.4375,1328,83,IN@6321@5900,180414000716,SY17-18,,311,0.360370800,Public,,,,Cafeteria,,
IN,Public,,600 N Wiggs St,46319,IN,High,Lake,Griffith,4173,Griffith Senior High School,4700,Griffith Public Schools,09-12,N,,N,,,10/1/2017,10,2017,802,386,335,81,,5211,1174,3829,,2301,279,406,,,20,20,,Cafeteria,,,,,,,6385,319.25,2580,129,IN@4173@4700,180417000722,SY17-18,,416,0.518703242,Public,,,,Cafeteria,,
IN,Public,,25802 SR 19,46030,IN,High,Hamilton,Arcadia,2477,Hamilton Heights High School,3025,Hamilton Heights School Corp,09-12,N,,N,,,10/1/2017,10,2017,740,537,165,38,,2105,565,4294,,902,122,505,,,17,17,,Cafeteria,,,,,,,2670,157.058823529,1024,60.235294118,IN@2477@3025,180426000728,SY17-18,,203,0.274324324,Public,,,,Cafeteria,,
IN,Public,,5926 Calumet Ave,46320,IN,High,Lake,Hammond,4415,Hammond High School,4710,School City of Hammond,09-12,N,,N,,,10/1/2017,10,2017,666,89,539,38,,7900,485,467,,2740,216,286,,,20,20,,Cafeteria,,,,,,,8385,419.25,2956,147.8,IN@4415@4710,180432000736,SY17-18,,577,0.866366366,Public,,,,Cafeteria,,
IN,Public,,10120 W 133rd St,46303,IN,High,Lake,Cedar Lake,3785,Hanover Central High School,4580,Hanover Community School Corp,09-12,N,,N,,,10/1/2017,10,2017,721,553,140,28,,2137,370,5439,,705,66,242,,,20,20,,Cafeteria,,,,,,,2507,125.35,771,38.55,IN@3785@4580,180435000753,SY17-18,,168,0.233009709,Public,,,,Cafeteria,,
IN,Public,,2600 S 600 W,46979,IN,High,Howard,Russiaville,2921,Western High School,3490,Western School Corporation,09-12,N,,N,,,10/1/2017,10,2017,820,631,152,37,,1904,331,4419,,599,52,263,,,17,17,,Cafeteria,,,,,,,2235,131.470588235,651,38.294117647,IN@2921@3490,180447000756,SY17-18,,189,0.230487805,Public,,,,Cafeteria,,
IN,Public,,9135 Erie St,46322,IN,High,Lake,Highland,4281,Highland High School,4720,School Town of Highland,09-12,N,,N,,,10/1/2017,10,2017,1144,732,356,56,,4286,656,4730,,1592,191,375,,,20,20,,Cafeteria,,,,,,,4942,247.1,1783,89.15,IN@4281@4720,180456000763,SY17-18,,412,0.360139860,Public,,,,Cafeteria,,
IN,Public,,2211 E Tenth St,46342,IN,High,Lake,Hobart,4305,Hobart High School,4730,School City of Hobart,09-12,N,,N,,,10/1/2017,10,2017,1425,845,468,112,,6255,1318,6788,,2391,415,760,,,20,20,,Cafeteria,,,,,,,7573,378.65,2806,140.3,IN@4305@4730,180459000774,SY17-18,,580,0.407017544,Public,,,,Cafeteria,,
IN,Public,,450 MacGahan St,46750,IN,High,Huntington,Huntington,3065,Huntington North High School,3625,Huntington County Community School Corporation,09-12,N,,N,,,10/1/2017,10,2017,1498,940,437,121,,5681,1473,7486,,2212,155,382,,,17,17,,Cafeteria,,,,,,,7154,420.823529412,2367,139.235294118,IN@3065@3625,180471000786,SY17-18,,558,0.372496662,Public,,,,Cafeteria,,
IN,Public,,4825 N Arlington Ave,46226,IN,High,Marion,Indianapolis,5465,722 Arlington Community School,5385,Indianapolis Public Schools,09-12,Y,,N,,,10/1/2017,10,2017,722,0,722,0,,4547,0,0,,1583,0,0,,,16,16,,Cafeteria,,,,,,,4547,284.1875,1583,98.9375,IN@5465@5385,180477000799,SY17-18,,722,1,Public,,,,Cafeteria,,
IN,Public,,1500 E Michigan St,46201,IN,High,Marion,Indianapolis,5469,716 Arsenal Technical High School,5385,Indianapolis Public Schools,09-12,Y,,N,,,10/1/2017,10,2017,1988,37,1951,0,,12138,0,228,,3758,0,70,,,16,16,,Cafeteria,,,,,,,12138,758.625,3758,234.875,IN@5469@5385,180477000801,SY17-18,,1951,0.981562348,Public,,,,Cafeteria,,
IN,Public,,1115 Broad Ripple Ave,46220,IN,High,Marion,Indianapolis,5477,717 Broad Ripple High School,5385,Indianapolis Public Schools,09-12,Y,,N,,,10/1/2017,10,2017,695,121,574,0,,4068,0,857,,1723,0,363,,,11,11,,Cafeteria,,,,,,,4068,369.818181818,1723,156.636363636,IN@5477@5385,180477000804,SY17-18,,574,0.825989848,Public,,,,Cafeteria,,
IN,Public,,1140 Dr M Luther King Jr St,46202,IN,High,Marion,Indianapolis,5473,718 Crispus Attucks Medical Magnet HS,5385,Indianapolis Public Schools,09-12,Y,,N,,,10/1/2017,10,2017,723,103,620,0,,4791,0,796,,1811,0,301,,,11,11,,Cafeteria,,,,,,,4791,435.545454545,1811,164.636363636,IN@5473@5385,180477000815,SY17-18,,620,0.857526401,Public,,,,Cafeteria,,
IN,Public,,2215 W Washington St,46222,IN,High,Marion,Indianapolis,5643,721  George Washington Community HS,5385,Indianapolis Public Schools,09-12,Y,,N,,,10/1/2017,10,2017,573,55,518,0,,3588,0,384,,1583,0,169,,,11,11,,Cafeteria,,,,,,,3588,326.181818182,1583,143.909090909,IN@5643@5385,180477001446,SY17-18,,518,0.903323263,Public,,,,Cafeteria,,
IN,Public,,2072 W SR 67,47371,IN,High,Jay,Portland,3239,Jay County High School,3945,Jay County School Corporation,09-12,N,,N,,,10/1/2017,10,2017,1033,512,423,98,,4813,1112,3853,,784,73,100,,,19,19,,Cafeteria,,,,,,,5925,311.842105263,857,45.105263158,IN@3239@3945,180498000914,SY17-18,,521,0.504356244,Public,,,,Cafeteria,,
IN,Public,,800 W Walnut,47265,IN,High,Jennings,North Vernon,3345,Jennings County High School,4015,Jennings County School Corp,09-12,N,,N,,,10/1/2017,10,2017,1196,624,450,122,,5433,1200,3973,,2273,258,311,,,17,17,,Cafeteria,,,,,,,6633,390.176470588,2531,148.882352941,IN@3345@4015,180519000923,SY17-18,,572,0.478260870,Public,,,,Cafeteria,,
IN,Public,,3923 W SR 10,46392,IN,High,Jasper,Wheatfield,3181,Kankakee Valley High School,3785,Kankakee Valley School Corp,09-12,N,,N,,,10/1/2017,10,2017,1061,691,294,76,,4241,1049,6466,,877,88,276,,,20,20,,Cafeteria,,,,,,,5290,264.5,965,48.25,IN@3181@3785,180528000933,SY17-18,,370,0.348727615,Public,,,,Cafeteria,,
IN,Public,,1 Redskin Trl,46534,IN,High,Starke,Knox,7833,Knox High School,7525,Knox Community School Corp,09-12,N,,N,,,10/1/2017,10,2017,599,281,293,25,,3118,245,2307,,1299,55,355,,,16,16,,Cafeteria,,,,,,,3363,210.1875,1354,84.625,IN@7833@7525,180534000938,SY17-18,,318,0.530884808,Public,,,,Cafeteria,,
IN,Public,,2501 S Berkley,46902,IN,High,Howard,Kokomo,3013,Kokomo High-South Campus School,3500,Kokomo School Corporation,09-12,N,,N,,,10/1/2017,10,2017,1678,717,801,160,,7147,1225,2630,,2023,178,589,,,16,16,,Cafeteria,,,,,,,8372,523.25,2201,137.5625,IN@3013@3500,180537000947,SY17-18,,961,0.572705602,Public,,,,Cafeteria,,
IN,Public,,1801 S 18th St,47905,IN,High,Tippecanoe,Lafayette,8069,Jefferson Senior High School,7855,Lafayette School Corporation,09-12,N,,N,,,10/1/2017,10,2017,1987,745,1023,219,,12116,2164,3985,,4759,407,345,,,17,17,,Cafeteria,,,,,,,14280,840,5166,303.882352941,IN@8069@7855,180540000968,SY17-18,,1242,0.625062909,Public,,,,Cafeteria,,
IN,Public,,1100 Elizabeth Street,47904,IN,High,Tippecanoe,Lafayette,8015,Oakland High School,7855,Lafayette School Corporation,09-12,N,,N,,,10/1/2017,10,2017,63,11,45,7,,347,44,53,,205,34,16,,,12,12,,Cafeteria,,,,,,,391,32.583333333,239,19.916666667,IN@8015@7855,180540002518,SY17-18,,52,0.825396825,Public,,,,Cafeteria,,
IN,Public,,8400 Wicker Ave,46373,IN,High,Lake,Saint John,3833,Lake Central High School,4615,Lake Central School Corporation,09-12,N,,N,,,10/1/2017,10,2017,3260,2596,523,141,,5918,1654,15788,,939,168,338,,,20,20,,Cafeteria,,,,,,,7572,378.6,1107,55.35,IN@3833@4615,180545000984,SY17-18,,664,0.203680982,Public,,,,Cafeteria,,
IN,Public,,0805 E 075 N,46761,IN,High,LaGrange,LaGrange,3730,Lakeland High School,4535,Lakeland School Corporation,09-12,N,,N,,,10/1/2017,10,2017,557,287,208,62,,3164,899,4800,,1213,290,298,,,21,21,,Cafeteria,,,,,,,4063,193.476190476,1503,71.571428571,IN@3730@4535,180552000996,SY17-18,,270,0.484739677,Public,,,,Cafeteria,,
IN,Public,,1 Warrior Path - Bldg 1,46567,IN,High,Kosciusko,Syracuse,3639,Wawasee High School,4345,Wawasee Community School Corp,09-12,N,,N,,,10/1/2017,10,2017,930,574,277,79,,3503,984,5204,,799,221,368,,,20,20,,Cafeteria,,,,,,,4487,224.35,1020,51,IN@3639@4345,180555001007,SY17-18,,356,0.382795699,Public,,,,Cafeteria,,
IN,Public,,602 'F' St,46350,IN,High,LaPorte,LaPorte,4741,LaPorte High School,4945,La Porte Community School Corp,09-12,N,,N,,,10/1/2017,10,2017,1897,1000,717,180,,10272,2602,8661,,3503,709,498,,,20,20,,Cafeteria,,,,,,,12874,643.7,4212,210.6,IN@4741@4945,180558001015,SY17-18,,897,0.472851871,Public,,,,Cafeteria,,
IN,Public,,7802 N Hague Rd,46256,IN,High,Marion,Indianapolis,5276,Lawrence North High School,5330,MSD of Lawrence Township,09-12,N,,N,,,10/1/2017,10,2017,2557,1086,1248,223,,14107,2234,7242,,9121,1067,1584,,,17,17,,Cafeteria,,,,,,,16341,961.235294118,10188,599.294117647,IN@5276@5330,180567001031,SY17-18,,1471,0.575283535,Public,,,,Cafeteria,,
IN,Public,,100 Tiger Blvd,47025,IN,High,Dearborn,Lawrenceburg,1177,Lawrenceburg High School,1620,Lawrenceburg Community School Corp,09-12,N,,N,,,10/1/2017,10,2017,641,436,170,35,,1491,324,2833,,834,49,337,,,12,12,,Cafeteria,,,,,,,1815,151.25,883,73.583333333,IN@1177@1620,180570001037,SY17-18,,205,0.319812793,Public,,,,Cafeteria,,
IN,Public,,510 Essex Dr,46052,IN,High,Boone,Lebanon,0553,Lebanon High School,0665,Lebanon Community School,09-12,N,,N,,,10/1/2017,10,2017,995,646,251,98,,3132,1065,5762,,1172,295,410,,,16,16,,Cafeteria,,,,,,,4197,262.3125,1467,91.6875,IN@0553@0665,180579001041,SY17-18,,349,0.350753769,Public,,,,Cafeteria,,
IN,Public,,10401 E CR 167 S,47383,IN,High,Delaware,Selma,1375,Wapahani High School,1895,Liberty-Perry Community Schools,09-12,N,,N,,,10/1/2017,10,2017,384,240,114,30,,1281,270,1854,,495,64,115,,,17,17,,Cafeteria,,,,,,,1551,91.235294118,559,32.882352941,IN@1375@1895,180588001047,SY17-18,,144,0.375,Public,,,,Cafeteria,,
IN,Public,,10 NE H St,47441,IN,High,Greene,Linton,2437,Linton-Stockton Jr.-Sr.High School,2950,Linton-Stockton School Corp,09-12,N,,N,,,10/1/2017,10,2017,735,415,249,71,,3468,737,1687,,576,31,5,,,20,20,,Cafeteria,,,,,,,4205,210.25,607,30.35,IN@2437@2950,180591001049,SY17-18,,320,0.435374150,Public,,,,Cafeteria,,
