IRN,ORGANIZATION NAME,SCHOOL TYPE,GRADE SPAN,ORGANIZATION TYPE,ORGANIZATION CATEGORY,STATUS,DESIGNATED COUNTY,WEB URL,ORG EMAIL ADDRESS,ORG MAILING ADDRESS,ORG PHONE,ORG FAX,SUPERINTENDENT,SUPERINTENDENT EMAIL,SUPERINTENDENT PHONE,TREASURER,TREASURER EMAIL,TREASURER PHONE,PRINCIPAL,PRINCIPAL EMAIL,PRINCIPAL PHONE,PARENT IRN,PARENT ORGANIZATION NAME
151209,Life Skills Of Northeast Ohio,Community School Startup,"9-12,UNG",Community School,School,Open,Cuyahoga,http://www.lifeskillshs.com/Locations/Ohio/Life-Skills-Cente,rpdemro001@lshsneo.com,"12201 Larchmere Blvd, Cleveland, Ohio, 44120",(216) 421-7587,(216) 421-8189,Maryann Schneider,maschneider001@lifeskillshs.com,(330) 535-6868,Brian Adams,badams@ocscltd.com,(614) 766-7009,Ryan Demro,rpdemro001@lshsneo.com,(216) 421-7587,016825,"LS Northeast Ohio, LLC"
151209,Life Skills Of Northeast Ohio,Dropout Recovery,"9-12,UNG",Community School,School,Open,Cuyahoga,http://www.lifeskillshs.com/Locations/Ohio/Life-Skills-Cente,rpdemro001@lshsneo.com,"12201 Larchmere Blvd, Cleveland, Ohio, 44120",(216) 421-7587,(216) 421-8189,Maryann Schneider,maschneider001@lifeskillshs.com,(330) 535-6868,Brian Adams,badams@ocscltd.com,(614) 766-7009,Ryan Demro,rpdemro001@lshsneo.com,(216) 421-7587,016825,"LS Northeast Ohio, LLC"
151928,Mulberry Elementary School,Elementary School,K-6,Public School,School,Open,Clermont,N/A,N/A,"5950 Buckwheat Rd, Milford, Ohio, 45150",(513) 722-3588,(513) 722-4584,N/A,N/A,N/A,N/A,N/A,N/A,Sarah Sloan,N/A,(513) 503-3837,045500,Milford Exempted Village
151936,McCormick Elementary School,Elementary School,K-6,Public School,School,Open,Clermont,N/A,N/A,"751 Loveland Miamiville Rd, Loveland, Ohio, 45140",(513) 575-0190,(513) 575-4019,N/A,N/A,N/A,N/A,N/A,N/A,Donald Baker,baker_d@milfordschools.org,(513) 200-8580,045500,Milford Exempted Village
151944,Meadowview Elementary School,Elementary School,K-6,Public School,School,Open,Clermont,N/A,N/A,"5556 Mount Zion Rd, Milford, Ohio, 45150",(513) 831-9170,(513) 831-8764,N/A,N/A,N/A,N/A,N/A,N/A,Kelli Ellison,ellison_k@milfordschools.org,(513) 248-3456,045500,Milford Exempted Village
151951,Pattison Elementary School,Elementary School,K-6,Public School,School,Open,Clermont,N/A,N/A,"5330 S Milford Rd, Milford, Ohio, 45150",(513) 831-6570,(513) 831-9693,N/A,N/A,N/A,N/A,N/A,N/A,Melissa Borger,borger_m@milfordschools.org,(513) 200-8578,045500,Milford Exempted Village
152116,Northwestern Elementary School,Elementary School,K-5,Public School,School,Open,Wayne,N/A,nrws_mccumbe@tccsa.net,"7334 N Elyria Rd, West Salem, Ohio, 44287",(419) 846-3519,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Julie Mccumber,nrws_mccumbe@tccsa.net,(330) 201-1592,050575,Northwestern Local
152116,Northwestern Elementary School,STEM School,K-5,Public School,School,Open,Wayne,N/A,nrws_mccumbe@tccsa.net,"7334 N Elyria Rd, West Salem, Ohio, 44287",(419) 846-3519,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Julie Mccumber,nrws_mccumbe@tccsa.net,(330) 201-1592,050575,Northwestern Local
152132,Hayes Intermediate School,Elementary School,5-6,Public School,School,Open,Franklin,N/A,N/A,"4436 Haughn Rd, Grove City, Ohio, 43123",(614) 801-6200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Michael Nesler,michael.nesler@swcsd.us,(614) 582-0430,044800,South-Western City
152157,Antwerp Local Middle School,Middle School,6-8,Public School,School,Open,Paulding,N/A,N/A,"303 S. Harrmann Rd, Antwerp, Ohio, 45813",(419) 258-5421,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Travis Lichty,lichty_t@antwerpschools.org,(419) 258-5421,048991,Antwerp Local
152280,Larry Miller Intermediate Elementary School,Elementary School,3-5,Public School,School,Open,Muskingum,N/A,N/A,"13125 John Glenn School Rd, New Concord, Ohio, 43762",(740) 826-2271,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Michael House,mhouse@eastmschools.org,(740) 826-4292,048835,East Muskingum Local
152298,Jackson Southview Elementary School,Elementary School,"P,K,1-5,SN",Public School,School,Open,Jackson,N/A,N/A,"13842 State Route 93, Jackson, Ohio, 45640",(740) 286-1831,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Phillip Kuhn,pkuhn@jcs.k12.oh.us,(740) 286-1831,044156,Jackson City
088377,Nicholas-Liberty,Ungraded,Ung,Nonpublic School,School,Open,Montgomery,N/A,lefevren@mcohio.org,"5581 Dayton Liberty Rd, Dayton, Ohio, 45417",(937) 496-7100,N/A,N/A,N/A,N/A,Dwight Landrum,landrump@mcohio.org,(937) 225-4133,Donald Kuntz,dkuntz@mcjcohio.org,(937) 902-3669,088377,Nicholas-Liberty
088377,Nicholas-Liberty,Indicator that identifies a Chartered Nonpublic school as a non-religious based school,Ung,Nonpublic School,School,Open,Montgomery,N/A,lefevren@mcohio.org,"5581 Dayton Liberty Rd, Dayton, Ohio, 45417",(937) 496-7100,N/A,N/A,N/A,N/A,Dwight Landrum,landrump@mcohio.org,(937) 225-4133,Donald Kuntz,dkuntz@mcjcohio.org,(937) 902-3669,088377,Nicholas-Liberty
114462,The Bostic Head Start Center,Elementary School,P,Public School,School,Open,Franklin,N/A,N/A,"2975 Kingston Ave, Grove City, Ohio, 43123",(614) 279-6356,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,044800,South-Western City
000105,Meigs Intermediate School,Elementary School,3-5,Public School,School,Open,Meigs,N/A,N/A,"36871 State Route 124, Middleport, Ohio, 45760",(740) 742-2666,(740) 742-2825,N/A,N/A,N/A,N/A,N/A,N/A,IRENE Murphy,irene.murphy@meigslocal.org,(304) 532-1795,048520,Meigs Local
000102,Meigs Primary School,Elementary School,K-2,Public School,School,Open,Meigs,N/A,N/A,"36871 State Route 124, Middleport, Ohio, 45760",(740) 742-3000,(740) 742-2651,N/A,N/A,N/A,N/A,N/A,N/A,Kristin Baer,kristin.baer@meigslocal.org,(740) 742-3000,048520,Meigs Local
000116,Hamilton Freshman School,High School,9,Public School,School,Open,Butler,N/A,N/A,"2260 NW Washington Blvd., Hamilton, Ohio, 45013",(513) 896-3400,(513) 896-3402,N/A,N/A,N/A,N/A,N/A,N/A,Jeffrey Miller,jmiller@hcsdoh.org,(513) 341-8808,044107,Hamilton City
000118,Hamilton Intermediate School,Middle School,4-6,Public School,School,Open,Franklin,N/A,Kbuxton@gapps.hls.k12.oh.us,"765 Rathmell Rd, Columbus, Ohio, 43207",(614) 491-8044,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Kelly Buxton,kbuxton@hlsd.org,(614) 852-8830,046953,Hamilton Local
000119,Oak Hill Middle/High School,High School,6-12,Public School,School,Open,Jackson,N/A,randall.layton@oakhill.k12.oh.us,"5063 State Route 93, Oak Hill, Ohio, 45656",(740) 682-7055,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Randall Layton,randall.layton@oakhill.k12.oh.us,(740) 682-7055,047761,Oak Hill Union Local
000124,Oak Hill Elementary,Elementary School,K-5,Public School,School,Open,Jackson,N/A,adam.michael@oakhill.k12.oh.us,"401 Evans St, Oak Hill, Ohio, 45656",(740) 682-7096,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Adam Michael,Adam.Michael@oakhill.k12.oh.us,(740) 682-7096,047761,Oak Hill Union Local
000125,Polly Fox Academy Community School,High School,7-12,Community School,School,Open,Lucas,www.pollyfox.org,lisa.przyojski@phoenixtoledo.org,"1505 Jefferson Ave, Toledo, Ohio, 43604",(419) 720-4500,N/A,Jodi Johns,jodi.johns@phoenixtoledo.org,(419) 720-4519,Patricia Zelei,patricia.zelei@phoenixtoledo.org,(419) 720-4588,Jodi Johns,jodi.johns@phoenixtoledo.org,(419) 720-4519,N/A,N/A
000125,Polly Fox Academy Community School,Community School Startup,7-12,Community School,School,Open,Lucas,www.pollyfox.org,lisa.przyojski@phoenixtoledo.org,"1505 Jefferson Ave, Toledo, Ohio, 43604",(419) 720-4500,N/A,Jodi Johns,jodi.johns@phoenixtoledo.org,(419) 720-4519,Patricia Zelei,patricia.zelei@phoenixtoledo.org,(419) 720-4588,Jodi Johns,jodi.johns@phoenixtoledo.org,(419) 720-4519,N/A,N/A
000125,Polly Fox Academy Community School,Dropout Recovery,7-12,Community School,School,Open,Lucas,www.pollyfox.org,lisa.przyojski@phoenixtoledo.org,"1505 Jefferson Ave, Toledo, Ohio, 43604",(419) 720-4500,N/A,Jodi Johns,jodi.johns@phoenixtoledo.org,(419) 720-4519,Patricia Zelei,patricia.zelei@phoenixtoledo.org,(419) 720-4588,Jodi Johns,jodi.johns@phoenixtoledo.org,(419) 720-4519,N/A,N/A
000130,Phoenix Academy Community School,High School,7-12,Community School,School,Open,Lucas,www.phoenixtoledo.org,lisa.przyojski@phoenixtoledo.org,"1505 Jefferson Ave, Toledo, Ohio, 43604",(419) 720-4500,(419) 720-4502,Jodi Johns,jodi.johns@phoenixtoledo.org,(419) 720-4519,Patricia Zelei,patricia.zelei@phoenixtoledo.org,(419) 720-4588,Jodi Johns,jodi.johns@phoenixtoledo.org,(419) 720-4519,N/A,N/A
000130,Phoenix Academy Community School,Community School Startup,7-12,Community School,School,Open,Lucas,www.phoenixtoledo.org,lisa.przyojski@phoenixtoledo.org,"1505 Jefferson Ave, Toledo, Ohio, 43604",(419) 720-4500,(419) 720-4502,Jodi Johns,jodi.johns@phoenixtoledo.org,(419) 720-4519,Patricia Zelei,patricia.zelei@phoenixtoledo.org,(419) 720-4588,Jodi Johns,jodi.johns@phoenixtoledo.org,(419) 720-4519,N/A,N/A
000130,Phoenix Academy Community School,Dropout Recovery,7-12,Community School,School,Open,Lucas,www.phoenixtoledo.org,lisa.przyojski@phoenixtoledo.org,"1505 Jefferson Ave, Toledo, Ohio, 43604",(419) 720-4500,(419) 720-4502,Jodi Johns,jodi.johns@phoenixtoledo.org,(419) 720-4519,Patricia Zelei,patricia.zelei@phoenixtoledo.org,(419) 720-4588,Jodi Johns,jodi.johns@phoenixtoledo.org,(419) 720-4519,N/A,N/A
000130,Phoenix Academy Community School,Blended School,7-12,Community School,School,Open,Lucas,www.phoenixtoledo.org,lisa.przyojski@phoenixtoledo.org,"1505 Jefferson Ave, Toledo, Ohio, 43604",(419) 720-4500,(419) 720-4502,Jodi Johns,jodi.johns@phoenixtoledo.org,(419) 720-4519,Patricia Zelei,patricia.zelei@phoenixtoledo.org,(419) 720-4588,Jodi Johns,jodi.johns@phoenixtoledo.org,(419) 720-4519,N/A,N/A
000131,Glass City Academy,High School,11-12,Community School,School,Open,Lucas,http://www.glasscityacademy.org/,sjesse@glasscityacademy.org,"1000 Monroe St, Toledo, Ohio, 43604",(419) 720-6311,N/A,Stewart Jesse,sjesse@glasscityacademy.org,(419) 720-6311,Dan Lamb,dlamb@charterschoolspec.com,(614) 837-8945,N/A,N/A,N/A,N/A,N/A
000131,Glass City Academy,Community School Startup,11-12,Community School,School,Open,Lucas,http://www.glasscityacademy.org/,sjesse@glasscityacademy.org,"1000 Monroe St, Toledo, Ohio, 43604",(419) 720-6311,N/A,Stewart Jesse,sjesse@glasscityacademy.org,(419) 720-6311,Dan Lamb,dlamb@charterschoolspec.com,(614) 837-8945,N/A,N/A,N/A,N/A,N/A
000131,Glass City Academy,Dropout Recovery,11-12,Community School,School,Open,Lucas,http://www.glasscityacademy.org/,sjesse@glasscityacademy.org,"1000 Monroe St, Toledo, Ohio, 43604",(419) 720-6311,N/A,Stewart Jesse,sjesse@glasscityacademy.org,(419) 720-6311,Dan Lamb,dlamb@charterschoolspec.com,(614) 837-8945,N/A,N/A,N/A,N/A,N/A
000135,South Vienna Middle School,Middle School,6-8,Public School,School,Open,Clark,N/A,N/A,"140 W Main St, South Vienna, Ohio, 45369",(937) 346-0880,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Belinda Banks,belindabanks@nelsd.org,(937) 399-2852,046250,Northeastern Local
000137,Northridge Middle School,Middle School,6-8,Public School,School,Open,Clark,N/A,garymiller@nelsd.org,"4445 Ridgewood Rd E, Springfield, Ohio, 45503",(937) 399-2852,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Gary Miller, Jr.",garymiller@nelsd.org,(937) 399-2852,046250,Northeastern Local
000138,Pathway School of Discovery,Elementary School,K-8,Community School,School,Open,Montgomery,https://www.nhaschools.com/schools/pathway/en/pages/default.aspx,50.kcolbert@nhaschools.com,"173 Avondale Dr, Dayton, Ohio, 45404",(937) 235-5498,(937) 235-5569,Keith Colbert,50.kcolbert@nhaschools.com,(937) 235-5498,Anne Sherman,asherman.bfc@gmail.com,(616) 954-3903,Keith Colbert,50.kcolbert@nhaschools.com,(937) 235-5498,014980,"National Heritage Academies, Inc."
000138,Pathway School of Discovery,Community School Startup,K-8,Community School,School,Open,Montgomery,https://www.nhaschools.com/schools/pathway/en/pages/default.aspx,50.kcolbert@nhaschools.com,"173 Avondale Dr, Dayton, Ohio, 45404",(937) 235-5498,(937) 235-5569,Keith Colbert,50.kcolbert@nhaschools.com,(937) 235-5498,Anne Sherman,asherman.bfc@gmail.com,(616) 954-3903,Keith Colbert,50.kcolbert@nhaschools.com,(937) 235-5498,014980,"National Heritage Academies, Inc."
000139,Alliance Academy of Cincinnati,Elementary School,K-8,Community School,School,Open,Hamilton,https://www.nhaschools.com/schools/alliance/en/pages/default.aspx,51.eking@nhaschools.com,"1712 Duck Creek Rd, Cincinnati, Ohio, 45207",(513) 751-5555,N/A,Elizabeth King,51.eking@nhaschools.com,(513) 543-7317,Anne Sherman,asherman.bfc@gmail.com,(616) 954-3903,Elizabeth King,51.eking@nhaschools.com,(513) 543-7317,014980,"National Heritage Academies, Inc."
000139,Alliance Academy of Cincinnati,Community School Startup,K-8,Community School,School,Open,Hamilton,https://www.nhaschools.com/schools/alliance/en/pages/default.aspx,51.eking@nhaschools.com,"1712 Duck Creek Rd, Cincinnati, Ohio, 45207",(513) 751-5555,N/A,Elizabeth King,51.eking@nhaschools.com,(513) 543-7317,Anne Sherman,asherman.bfc@gmail.com,(616) 954-3903,Elizabeth King,51.eking@nhaschools.com,(513) 543-7317,014980,"National Heritage Academies, Inc."
000162,Newark Digital Academy,High School,"K,1-12,SN",Community School,School,Open,Licking,www.nda.k12.oh.us,lhoffer@laca.org,"255 Woods Ave, Newark, Ohio, 43055",(740) 328-2022,N/A,John Lutz,jlutz@laca.org,(740) 328-2022,Julie Taylor,j_taylor@lancaster.k12.oh.us,(740) 687-7315,N/A,N/A,N/A,044453,Newark City
000162,Newark Digital Academy,Community School Conversion,"K,1-12,SN",Community School,School,Open,Licking,www.nda.k12.oh.us,lhoffer@laca.org,"255 Woods Ave, Newark, Ohio, 43055",(740) 328-2022,N/A,John Lutz,jlutz@laca.org,(740) 328-2022,Julie Taylor,j_taylor@lancaster.k12.oh.us,(740) 687-7315,N/A,N/A,N/A,044453,Newark City
000162,Newark Digital Academy,Virtual School,"K,1-12,SN",Community School,School,Open,Licking,www.nda.k12.oh.us,lhoffer@laca.org,"255 Woods Ave, Newark, Ohio, 43055",(740) 328-2022,N/A,John Lutz,jlutz@laca.org,(740) 328-2022,Julie Taylor,j_taylor@lancaster.k12.oh.us,(740) 687-7315,N/A,N/A,N/A,044453,Newark City
000162,Newark Digital Academy,Dropout Recovery,"K,1-12,SN",Community School,School,Open,Licking,www.nda.k12.oh.us,lhoffer@laca.org,"255 Woods Ave, Newark, Ohio, 43055",(740) 328-2022,N/A,John Lutz,jlutz@laca.org,(740) 328-2022,Julie Taylor,j_taylor@lancaster.k12.oh.us,(740) 687-7315,N/A,N/A,N/A,044453,Newark City
000176,Al Ihsan Islamic School,Elementary School,K-12,Nonpublic School,School,Open,Cuyahoga,http://www.alihsanschool.net,aseprincipal@gmail.com,"4600 Rocky River Dr, Cleveland, Ohio, 44135",(216) 676-5006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Maysa Jadallah,m.jadallah@alihsanschools.org,(216) 676-5006,000176,Al Ihsan Islamic School
000177,Fairland West Elementary School,Elementary School,3-5,Public School,School,Open,Lawrence,N/A,N/A,"110 Township Road 1125, Proctorville, Ohio, 45669",(740) 886-3150,(740) 886-5259,N/A,N/A,N/A,N/A,N/A,N/A,Mary Johnson,tjohnson_fl@fairland.k12.oh.us,(740) 886-3150,047936,Fairland Local 
000187,Centerburg Middle School,Middle School,6-8,Public School,School,Open,Knox,http://www.treca.org/cent,N/A,"3782 Columbus Rd, Centerburg, Ohio, 43011",(740) 625-6055,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RYAN GALLWITZ,ryan.gallwitz@centerburgschools.org,(740) 599-7000,047829,Centerburg Local
000204,Holy Trinity Orthodox Christian Academy,Elementary School,"K-6,P",Nonpublic School,School,Open,Trumbull,http://www.htocaap.org,mrsanzivino@htocaap.org,"175 Laird Ave NE, Warren, Ohio, 44483",(330) 399-7642,N/A,Afrodete Gentis,afrodete@hotmail.com,(330) 372-3567,Fredrick Anzivino,fanzivino@neo.rr.com,(330) 788-0072,Afrodete Gentis,afrodete@hotmail.com,(330) 372-3567,000204,Holy Trinity Orthodox Christian Academy
000222,Wildwood Environmental Academy,High School,K-12,Community School,School,Open,Lucas,http://www.wildwoodisgreen.com/,Elizabeth.Lewin@leonagroup.com,"1546 Dartford Rd, Maumee, Ohio, 43537",(419) 868-9885,(419) 868-9981,Elizabeth Lewin,elizabeth.lewin@leonagroup.com,(419) 868-9885,Edwin Blankenship,skeeter1107@gmail.com,(419) 283-0623,Elizabeth Lewin,elizabeth.lewin@leonagroup.com,(419) 868-9885,014977,"The Leona Group, LLC"
000222,Wildwood Environmental Academy,Community School Startup,K-12,Community School,School,Open,Lucas,http://www.wildwoodisgreen.com/,Elizabeth.Lewin@leonagroup.com,"1546 Dartford Rd, Maumee, Ohio, 43537",(419) 868-9885,(419) 868-9981,Elizabeth Lewin,elizabeth.lewin@leonagroup.com,(419) 868-9885,Edwin Blankenship,skeeter1107@gmail.com,(419) 283-0623,Elizabeth Lewin,elizabeth.lewin@leonagroup.com,(419) 868-9885,014977,"The Leona Group, LLC"
000231,Unioto Elementary,Elementary School,"K-5,P",Public School,School,Open,Ross,http://gsn.k12.oh.us,N/A,"138 Sandusky Blvd, Chillicothe, Ohio, 45601",(740) 773-4103,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Martha Mercer,kmercer@mail.gsn.k12.oh.us,(740) 773-1844,049536,Union-Scioto Local
000234,Ella P. Stewart Academy for Girls,Elementary School,"P,K-8",Public School,School,Open,Lucas,http://www.tps.org,tquinn@tps.org,"707 Avondale Ave, Toledo, Ohio, 43604",(419) 671-5350,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Teresa Quinn,tquinn@tps.org,N/A,044909,Toledo City
000236,Ohio Connections Academy  Inc,High School,K-12,Community School,School,Open,Cuyahoga,http://www.connectionsacademy.com,mhanna@oca.connectionsacademy.org,"3615 Superior Ave E, Cleveland, Ohio, 44114",(513) 486-9120,(513) 336-6171,Marie Hanna,mhanna@oca.connectionsacademy.org,(513) 234-4900,David Massa,dave@massasolutionsllc.com,(330) 515-0572,Katherine Brecheisen,kbrecheisen@connectionseducation.com,(614) 840-9401,015029,"Connections Education, LLC"
000236,Ohio Connections Academy  Inc,Community School Startup,K-12,Community School,School,Open,Cuyahoga,http://www.connectionsacademy.com,mhanna@oca.connectionsacademy.org,"3615 Superior Ave E, Cleveland, Ohio, 44114",(513) 486-9120,(513) 336-6171,Marie Hanna,mhanna@oca.connectionsacademy.org,(513) 234-4900,David Massa,dave@massasolutionsllc.com,(330) 515-0572,Katherine Brecheisen,kbrecheisen@connectionseducation.com,(614) 840-9401,015029,"Connections Education, LLC"
000236,Ohio Connections Academy  Inc,Virtual School,K-12,Community School,School,Open,Cuyahoga,http://www.connectionsacademy.com,mhanna@oca.connectionsacademy.org,"3615 Superior Ave E, Cleveland, Ohio, 44114",(513) 486-9120,(513) 336-6171,Marie Hanna,mhanna@oca.connectionsacademy.org,(513) 234-4900,David Massa,dave@massasolutionsllc.com,(330) 515-0572,Katherine Brecheisen,kbrecheisen@connectionseducation.com,(614) 840-9401,015029,"Connections Education, LLC"
000241,Quaker Digital Academy,High School,K-12,Community School,School,Open,Tuscarawas,http://www.go2qda.org,varratir@go2qda.org,"400 Mill Ave SE  Suite 901, New Philadelphia, Ohio, 44663",(330) 364-0618,(330) 364-0680,Richard Varrati,varratir@go2qda.org,(330) 364-0618,Julie Erwin,erwinj@npschools.org,(330) 364-6409,Stephen Eckert,eckerts@go2qda.org,(330) 243-3675,044487,New Philadelphia City
000241,Quaker Digital Academy,Community School Conversion,K-12,Community School,School,Open,Tuscarawas,http://www.go2qda.org,varratir@go2qda.org,"400 Mill Ave SE  Suite 901, New Philadelphia, Ohio, 44663",(330) 364-0618,(330) 364-0680,Richard Varrati,varratir@go2qda.org,(330) 364-0618,Julie Erwin,erwinj@npschools.org,(330) 364-6409,Stephen Eckert,eckerts@go2qda.org,(330) 243-3675,044487,New Philadelphia City
000241,Quaker Digital Academy,Virtual School,K-12,Community School,School,Open,Tuscarawas,http://www.go2qda.org,varratir@go2qda.org,"400 Mill Ave SE  Suite 901, New Philadelphia, Ohio, 44663",(330) 364-0618,(330) 364-0680,Richard Varrati,varratir@go2qda.org,(330) 364-0618,Julie Erwin,erwinj@npschools.org,(330) 364-6409,Stephen Eckert,eckerts@go2qda.org,(330) 243-3675,044487,New Philadelphia City
000241,Quaker Digital Academy,Dropout Recovery,K-12,Community School,School,Open,Tuscarawas,http://www.go2qda.org,varratir@go2qda.org,"400 Mill Ave SE  Suite 901, New Philadelphia, Ohio, 44663",(330) 364-0618,(330) 364-0680,Richard Varrati,varratir@go2qda.org,(330) 364-0618,Julie Erwin,erwinj@npschools.org,(330) 364-6409,Stephen Eckert,eckerts@go2qda.org,(330) 243-3675,044487,New Philadelphia City
000242,North Union Elementary School,Elementary School,"K-5,P",Public School,School,Open,Union,http://www.n-union.k12.oh.us,dallison@nu-district.org,"420 Grove St, Richwood, Ohio, 43344",(740) 943-3113,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Darlene Allison,dallison@nu-district.org,(330) 831-2191,050336,North Union Local School District
000270,Main Street School,Elementary School,5-6,Public School,School,Open,Huron,http://www.norwalk-city.k12.oh.us,N/A,"80 E Main St, Norwalk, Ohio, 44857",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Daniel Bauman,baumand@norwalktruckers.net,(419) 660-1957,044560,Norwalk City
000282,Greater Ohio Virtual School,High School,7-12,Community School,School,Open,Warren,http://www.mygovs.com,govs@warrencountyesc.com,"1879 Deerfield Rd, Lebanon, Ohio, 45036",(513) 695-2924,(513) 695-2588,Shawn Lenney,shawn.lenney@warrencountyesc.com,(513) 695-2924,Roy Unversaw,alleyn.unversaw@warrencountyesc.com,(513) 695-2900,Brian Barot,brian.barot@warrencountyesc.com,(513) 695-2924,N/A,N/A
000282,Greater Ohio Virtual School,Community School Conversion,7-12,Community School,School,Open,Warren,http://www.mygovs.com,govs@warrencountyesc.com,"1879 Deerfield Rd, Lebanon, Ohio, 45036",(513) 695-2924,(513) 695-2588,Shawn Lenney,shawn.lenney@warrencountyesc.com,(513) 695-2924,Roy Unversaw,alleyn.unversaw@warrencountyesc.com,(513) 695-2900,Brian Barot,brian.barot@warrencountyesc.com,(513) 695-2924,N/A,N/A
000282,Greater Ohio Virtual School,Virtual School,7-12,Community School,School,Open,Warren,http://www.mygovs.com,govs@warrencountyesc.com,"1879 Deerfield Rd, Lebanon, Ohio, 45036",(513) 695-2924,(513) 695-2588,Shawn Lenney,shawn.lenney@warrencountyesc.com,(513) 695-2924,Roy Unversaw,alleyn.unversaw@warrencountyesc.com,(513) 695-2900,Brian Barot,brian.barot@warrencountyesc.com,(513) 695-2924,N/A,N/A
000282,Greater Ohio Virtual School,Dropout Recovery,7-12,Community School,School,Open,Warren,http://www.mygovs.com,govs@warrencountyesc.com,"1879 Deerfield Rd, Lebanon, Ohio, 45036",(513) 695-2924,(513) 695-2588,Shawn Lenney,shawn.lenney@warrencountyesc.com,(513) 695-2924,Roy Unversaw,alleyn.unversaw@warrencountyesc.com,(513) 695-2900,Brian Barot,brian.barot@warrencountyesc.com,(513) 695-2924,N/A,N/A
000288,Auglaize County Educational Academy,High School,K-12,Community School,School,Open,Allen,http://www.aceva.org/,N/A,"1130A East Albert St, Lima, Ohio, 45804",(419) 738-4572,(419) 738-4591,Shawn Brown,sbrown@auglaizeesc.org,(419) 738-3422,Kristy Weaks,kweaks@auglaizeesc.org,(419) 738-3422,N/A,N/A,N/A,045930,Auglaize County ESC
000288,Auglaize County Educational Academy,Community School Startup,K-12,Community School,School,Open,Allen,http://www.aceva.org/,N/A,"1130A East Albert St, Lima, Ohio, 45804",(419) 738-4572,(419) 738-4591,Shawn Brown,sbrown@auglaizeesc.org,(419) 738-3422,Kristy Weaks,kweaks@auglaizeesc.org,(419) 738-3422,N/A,N/A,N/A,045930,Auglaize County ESC
000288,Auglaize County Educational Academy,Virtual School,K-12,Community School,School,Open,Allen,http://www.aceva.org/,N/A,"1130A East Albert St, Lima, Ohio, 45804",(419) 738-4572,(419) 738-4591,Shawn Brown,sbrown@auglaizeesc.org,(419) 738-3422,Kristy Weaks,kweaks@auglaizeesc.org,(419) 738-3422,N/A,N/A,N/A,045930,Auglaize County ESC
000288,Auglaize County Educational Academy,Dropout Recovery,K-12,Community School,School,Open,Allen,http://www.aceva.org/,N/A,"1130A East Albert St, Lima, Ohio, 45804",(419) 738-4572,(419) 738-4591,Shawn Brown,sbrown@auglaizeesc.org,(419) 738-3422,Kristy Weaks,kweaks@auglaizeesc.org,(419) 738-3422,N/A,N/A,N/A,045930,Auglaize County ESC
000291,Malvern Middle School,Middle School,6-8,Public School,School,Open,Carroll,http://www.brownlocalschools.com,bowlings@brownlocalschools.com,"3242 Coral Rd NW, Malvern, Ohio, 44644",(330) 863-1355,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Timothy Babiczuk,babiczukt@brownlocalschools.com,(330) 418-8933,046177,Brown Local
000306,Summit Academy Community School - Cincinnati,Elementary School,K-8,Community School,School,Open,Hamilton,https://summitacademies.org/schools/cincinnati-elementary/,sharon.jones@summitacademies.org,"1660 Sternblock Ln, Cincinnati, Ohio, 45237",(513) 321-0561,(513) 321-0795,Debra Skul,debra.skul@summitacademies.org,(330) 670-8470,Amber Shaeffer,amber.shaeffer@summitacademies.org,(330) 670-8470,Sharon Jones,sharonljones73@gmail.com,(513) 482-1093,014992,Summit Academy Management
000306,Summit Academy Community School - Cincinnati,Community School Startup,K-8,Community School,School,Open,Hamilton,https://summitacademies.org/schools/cincinnati-elementary/,sharon.jones@summitacademies.org,"1660 Sternblock Ln, Cincinnati, Ohio, 45237",(513) 321-0561,(513) 321-0795,Debra Skul,debra.skul@summitacademies.org,(330) 670-8470,Amber Shaeffer,amber.shaeffer@summitacademies.org,(330) 670-8470,Sharon Jones,sharonljones73@gmail.com,(513) 482-1093,014992,Summit Academy Management
